Brand,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),fuel efficiency,Serial Number
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,A8,Z,16.4,11.3,14.1,20.0,324.0,0.043518519695894216,135
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,11.4,14.1,20.0,324.0,0.043518519695894216,242
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,11.4,14.1,20.0,324.0,0.043518519695894216,458
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,13.4,10.2,12.0,24.0,324.0,0.037037037037037035,761
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.3,11.5,14.1,20.0,324.0,0.043518519695894216,918
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,13.6,10.0,12.0,24.0,324.0,0.037037037037037035,1857
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,11.5,14.1,20.0,324.0,0.043518519695894216,2054
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS6,X,15.6,11.7,13.8,20.0,324.0,0.04259259318128044,2596
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.0,11.3,13.8,20.0,324.0,0.04259259318128044,2599
BMW,M6,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20.0,324.0,0.04259259318128044,3432
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20.0,324.0,0.04259259318128044,3434
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20.0,324.0,0.04259259318128044,3436
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20.0,324.0,0.04259259318128044,3535
FORD,MUSTANG (Performance Pkg),SUBCOMPACT,5.0,8,M6,X,16.7,10.2,13.8,20.0,324.0,0.04259259318128044,3713
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,M6,X,16.7,10.2,13.8,20.0,324.0,0.04259259318128044,3717
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20.0,324.0,0.04259259318128044,4491
BMW,M6 COUPE,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20.0,324.0,0.04259259318128044,4493
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20.0,324.0,0.04259259318128044,4495
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20.0,324.0,0.04259259318128044,4596
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.6,11.6,13.8,20.0,324.0,0.04259259318128044,4603
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.8,13.8,20.0,324.0,0.04259259318128044,4734
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.8,13.8,20.0,324.0,0.04259259318128044,4755
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.8,13.8,20.0,324.0,0.04259259318128044,4756
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.6,11.6,13.8,20.0,324.0,0.04259259318128044,4832
MERCEDES-BENZ,AMG GT R COUPE,TWO-SEATER,4.0,8,AM7,Z,15.6,11.9,13.9,20.0,324.0,0.04290123339052553,5140
PORSCHE,911 GT3,TWO-SEATER,4.0,6,AM7,Z,15.8,11.6,13.9,20.0,324.0,0.04290123339052553,5285
ASTON MARTIN,DBS Superleggera,MINICOMPACT,5.2,12,A8,Z,16.4,10.7,13.8,20.0,324.0,0.04259259318128044,5477
BMW,M5,MID-SIZE,4.4,8,AS8,Z,16.0,11.2,13.9,20.0,324.0,0.04290123339052553,5556
BMW,M5 Competition,MID-SIZE,4.4,8,AS8,Z,16.0,11.2,13.9,20.0,324.0,0.04290123339052553,5557
CADILLAC,CT6 AWD,FULL-SIZE,4.2,8,AS10,Z,17.3,9.5,13.8,20.0,324.0,0.04259259318128044,5593
MASERATI,Levante,SUV - STANDARD,3.0,6,AS8,Z,15.9,11.1,13.7,21.0,324.0,0.0422839500285961,6115
MERCEDES-BENZ,AMG GT 63 S 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,15.6,11.5,13.7,21.0,324.0,0.0422839500285961,6181
PORSCHE,911 GT3,TWO-SEATER,4.0,6,AM7,Z,15.8,11.7,13.9,20.0,324.0,0.04290123339052553,6332
ASTON MARTIN,DBS Superleggera,MINICOMPACT,5.2,12,A8,Z,16.4,10.7,13.8,20.0,324.0,0.04259259318128044,6523
CADILLAC,CT6 AWD,FULL-SIZE,4.2,8,AS10,Z,17.3,9.5,13.8,20.0,324.0,0.04259259318128044,6666
MASERATI,Levante,SUV - STANDARD,3.0,6,AS8,Z,15.9,11.1,13.7,21.0,324.0,0.0422839500285961,7127
MASERATI,Levante S,SUV - STANDARD,3.0,6,AS8,Z,15.9,11.1,13.7,21.0,324.0,0.0422839500285961,7128
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.1,15.0,19.0,345.0,0.043478260869565216,547
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,Z,17.3,12.2,15.0,19.0,345.0,0.043478260869565216,651
MERCEDES-BENZ,S 65 AMG COUPE,COMPACT,6.0,12,AS7,Z,18.0,11.3,15.0,19.0,345.0,0.043478260869565216,1877
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,E,23.1,18.6,21.0,13.0,345.0,0.06086956521739131,2637
ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.5,11.4,14.7,19.0,345.0,0.042608695099319235,3330
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.2,12.8,14.7,19.0,345.0,0.042608695099319235,4792
CHEVROLET,EXPRESS 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,23.7,18.8,21.5,13.0,344.0,0.0625,215
CHEVROLET,EXPRESS 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,23.9,18.5,21.5,13.0,344.0,0.0625,217
CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,E,23.9,18.5,21.5,13.0,344.0,0.0625,221
GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,23.7,18.8,21.5,13.0,344.0,0.0625,439
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,23.9,18.5,21.5,13.0,344.0,0.0625,441
GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,E,23.9,18.5,21.5,13.0,344.0,0.0625,445
AUDI,A8L,FULL-SIZE,6.3,12,AS8,Z,17.8,10.8,14.6,19.0,344.0,0.0424418615740399,1114
AUDI,A8L QUATTRO,FULL-SIZE,6.3,12,AS8,Z,17.8,10.8,14.6,19.0,344.0,0.0424418615740399,2242
BMW,M5,MID-SIZE,4.4,8,AM7,Z,17.3,11.5,14.7,19.0,344.0,0.04273255758507307,2331
BMW,M6,COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19.0,344.0,0.04273255758507307,2333
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19.0,344.0,0.04273255758507307,2335
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19.0,344.0,0.04273255758507307,2337
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,Z,16.6,12.3,14.7,19.0,344.0,0.04273255758507307,2885
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.2,12.8,14.6,19.0,344.0,0.0424418615740399,3719
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19.0,344.0,0.04273255758507307,4490
BMW,M6 COUPE,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19.0,344.0,0.04273255758507307,4492
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19.0,344.0,0.04273255758507307,4494
BMW,M6 Gran Coupe,COMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19.0,344.0,0.04273255758507307,5559
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.4,12.6,14.7,19.0,344.0,0.04273255758507307,6879
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,X,16.8,12.6,14.9,19.0,343.0,0.04344023212399497,388
MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,AS7,Z,18.1,11.0,14.9,19.0,343.0,0.04344023212399497,1873
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19.0,343.0,0.042857142301064535,2216
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19.0,343.0,0.042857142301064535,2218
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19.0,343.0,0.042857142301064535,2220
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19.0,343.0,0.04256559877979512,2346
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19.0,343.0,0.04256559877979512,2350
BMW,M6,COMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19.0,343.0,0.042857142301064535,3431
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19.0,343.0,0.042857142301064535,3433
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19.0,343.0,0.042857142301064535,3435
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,E,23.0,18.5,20.9,14.0,343.0,0.060932943494257354,3721
MERCEDES-BENZ,AMG S 65 Coupe,COMPACT,6.0,12,A9,Z,17.6,11.0,14.6,19.0,343.0,0.04256559877979512,6190
CHEVROLET,Suburban 4WD,SUV - STANDARD,6.2,8,A10,Z,17.2,11.4,14.6,19.0,343.0,0.04256559877979512,6733
GMC,Yukon XL 4WD,SUV - STANDARD,6.2,8,A10,Z,17.2,11.4,14.6,19.0,343.0,0.04256559877979512,6904
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20.0,222.0,0.06261261089428051,290
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20.0,222.0,0.06261261089428051,313
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20.0,222.0,0.06261261089428051,1384
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20.0,222.0,0.06261261089428051,1405
AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,10.3,8.6,9.5,30.0,222.0,0.04279279279279279,2262
CADILLAC,CT6,FULL-SIZE,2.0,4,AS8,Z,11.0,7.6,9.5,30.0,222.0,0.04279279279279279,2384
KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29.0,222.0,0.04324324496157535,2842
KIA,OPTIMA,FULL-SIZE,2.0,4,AS6,X,10.9,7.4,9.3,30.0,222.0,0.041891892751057945,2848
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30.0,222.0,0.04279279279279279,3134
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30.0,222.0,0.04279279279279279,3148
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,10.2,8.5,9.4,30.0,222.0,0.04234234062401024,3194
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.0,7.7,9.5,30.0,222.0,0.04279279279279279,3217
AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,10.3,8.6,9.5,30.0,222.0,0.04279279279279279,3368
CADILLAC,ATS AWD,COMPACT,2.0,4,AS8,Z,10.8,7.9,9.5,30.0,222.0,0.04279279279279279,3468
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,AS8,Z,10.9,7.7,9.5,30.0,222.0,0.04279279279279279,3487
FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,X,10.6,8.0,9.5,30.0,222.0,0.04279279279279279,3640
JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30.0,222.0,0.04279279279279279,3903
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30.0,222.0,0.04279279279279279,3913
MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4,A9,Z,10.8,8.0,9.5,30.0,222.0,0.04279279279279279,4071
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,10.7,7.9,9.5,30.0,222.0,0.04279279279279279,4269
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.3,9.5,30.0,222.0,0.04279279279279279,4303
AUDI,TTS COUPE,SUBCOMPACT,2.0,4,AM6,Z,10.3,8.6,9.5,30.0,222.0,0.04279279279279279,4434
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,10.9,7.7,9.5,30.0,222.0,0.04279279279279279,4477
BMW,M240i COUPE,SUBCOMPACT,3.0,6,AS8,Z,10.9,7.7,9.5,30.0,222.0,0.04279279279279279,4479
BMW,X2 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,11.0,7.7,9.5,30.0,222.0,0.04279279279279279,4498
CADILLAC,ATS AWD,COMPACT,2.0,4,AS8,Z,10.8,7.9,9.5,30.0,222.0,0.04279279279279279,4528
FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,11.0,7.7,9.5,30.0,222.0,0.04279279279279279,4784
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30.0,222.0,0.04279279279279279,4970
JEEP,RENEGADE,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30.0,222.0,0.04279279279279279,4984
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30.0,222.0,0.04279279279279279,4985
MERCEDES-BENZ,C 300 4MATIC WAGON,STATION WAGON - MID-SIZE,2.0,4,A9,Z,10.7,8.0,9.5,30.0,222.0,0.04279279279279279,5154
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.3,9.5,30.0,222.0,0.04279279279279279,5397
AUDI,S3,SUBCOMPACT,2.0,4,AM7,Z,10.7,8.0,9.5,30.0,222.0,0.04279279279279279,5501
BMW,X2 xDrive28i,SUV - SMALL,2.0,4,AS8,Z,11.0,7.7,9.5,30.0,222.0,0.04279279279279279,5564
CADILLAC,CTS,MID-SIZE,2.0,4,AS8,Z,11.0,7.8,9.5,30.0,222.0,0.04279279279279279,5594
JEEP,Compass 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30.0,222.0,0.04279279279279279,6005
JEEP,Renegade,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30.0,222.0,0.04279279279279279,6013
AUDI,S3,SUBCOMPACT,2.0,4,AM7,Z,10.7,8.0,9.5,30.0,222.0,0.04279279279279279,6547
BMW,540i xDrive Sedan,MID-SIZE,3.0,6,AS8,Z,10.7,8.1,9.5,30.0,222.0,0.04279279279279279,6582
JEEP,Compass 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30.0,222.0,0.04279279279279279,7014
JEEP,Renegade,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30.0,222.0,0.04279279279279279,7023
AUDI,RS 5,SUBCOMPACT,4.2,8,A7,Z,15.3,10.9,13.3,21.0,306.0,0.04346405291089825,54
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21.0,306.0,0.04346405291089825,553
JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21.0,306.0,0.04346405291089825,555
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0,0.04346405291089825,557
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0,0.04346405291089825,560
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0,0.04346405291089825,562
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0,0.04346405291089825,563
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.7,11.5,13.3,21.0,306.0,0.04346405291089825,1007
AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Z,15.2,11.0,13.3,21.0,306.0,0.04346405291089825,1122
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21.0,306.0,0.04346405291089825,1362
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15.0,306.0,0.06241830190022787,1363
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,15.5,10.6,13.3,21.0,306.0,0.04346405291089825,1470
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21.0,306.0,0.04346405291089825,1560
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15.0,306.0,0.06241830190022787,1561
HYUNDAI,EQUUS,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0,0.04346405291089825,1596
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0,0.04346405291089825,1653
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0,0.04346405291089825,1656
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0,0.04346405291089825,1658
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0,0.04346405291089825,1659
KIA,K900,FULL-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21.0,306.0,0.04346405291089825,1718
MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,AS7,Z,15.3,10.8,13.3,21.0,306.0,0.04346405291089825,1853
MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.2,11.0,13.3,21.0,306.0,0.04346405291089825,1854
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.0,11.2,13.3,21.0,306.0,0.04346405291089825,1955
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22.0,306.0,0.042810458762972965,2455
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.6,15.1,18.7,15.0,306.0,0.0611111136043773,2600
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22.0,306.0,0.042810458762972965,2675
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.5,15.1,18.6,15.0,306.0,0.06078431497212329,3677
GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Z,15.2,10.2,13.0,22.0,306.0,0.042483660130718956,3735
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6,A9,Z,14.4,11.4,13.0,22.0,306.0,0.042483660130718956,4088
GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Z,15.2,10.2,13.0,22.0,306.0,0.042483660130718956,4807
MERCEDES-BENZ,AMG S 63 4MATIC CABRIOLET,SUBCOMPACT,4.0,8,A9,Z,15.8,9.8,13.1,22.0,306.0,0.042810458762972965,5143
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.1,15.0,18.4,15.0,306.0,0.06013071770761527,5655
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.9,10.8,13.1,22.0,306.0,0.042810458762972965,5664
GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Z,15.2,10.2,13.0,22.0,306.0,0.042483660130718956,5835
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.1,15.0,18.4,15.0,306.0,0.06013071770761527,5851
MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,SUBCOMPACT,4.0,8,A9,Z,15.8,9.8,13.1,22.0,306.0,0.042810458762972965,6186
MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,SUBCOMPACT,4.0,8,A9,Z,15.8,9.8,13.1,22.0,306.0,0.042810458762972965,7181
KIA,FORTE 5,FULL-SIZE,1.6,4,A6,X,11.1,8.0,9.7,29.0,223.0,0.043497756992220346,608
LEXUS,IS 250,COMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29.0,223.0,0.043497756992220346,667
LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29.0,223.0,0.043497756992220346,669
MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.4,9.7,29.0,223.0,0.043497756992220346,718
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.9,8.3,9.7,29.0,223.0,0.043497756992220346,952
VOLKSWAGEN,CC,COMPACT,2.0,4,A6,Z,11.1,7.9,9.7,29.0,223.0,0.043497756992220346,1032
VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,A6,X,11.0,8.0,9.7,29.0,223.0,0.043497756992220346,1051
VOLVO,S60,COMPACT,2.5,5,AS6,X,11.3,7.8,9.7,29.0,223.0,0.043497756992220346,1061
CADILLAC,ATS,COMPACT,2.0,4,AS6,Z,11.1,7.9,9.7,29.0,223.0,0.043497756992220346,1270
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29.0,223.0,0.043497756992220346,1681
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29.0,223.0,0.043497756992220346,1693
KIA,FORTE 5,FULL-SIZE,1.6,4,AS6,X,11.1,8.0,9.7,29.0,223.0,0.043497756992220346,1709
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS9,Z,11.3,7.9,9.7,29.0,223.0,0.043497756992220346,1754
LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2.0,4,AS9,Z,11.3,7.9,9.7,29.0,223.0,0.043497756992220346,1755
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,11.0,8.2,9.7,29.0,223.0,0.043497756992220346,2088
FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.8,8.0,9.5,30.0,223.0,0.042600896860986545,2644
HONDA,ACCORD COUPE,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.5,30.0,223.0,0.042600896860986545,2699
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30.0,223.0,0.042600896860986545,2793
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30.0,223.0,0.042600896860986545,2794
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.5,8.6,9.6,29.0,223.0,0.04304932906488666,3064
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,10.9,7.8,9.5,30.0,223.0,0.042600896860986545,3083
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM6,X,10.8,8.0,9.5,30.0,223.0,0.042600896860986545,3335
CADILLAC,CT6,FULL-SIZE,2.0,4,AS8,Z,11.0,7.8,9.5,30.0,223.0,0.042600896860986545,3472
CADILLAC,CTS,MID-SIZE,2.0,4,AS8,Z,11.0,7.8,9.5,30.0,223.0,0.042600896860986545,3475
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,E,15.6,11.0,13.6,21.0,223.0,0.06098654879582837,3519
GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,E,15.6,11.0,13.6,21.0,223.0,0.06098654879582837,3766
HONDA,ACCORD SEDAN,MID-SIZE,3.5,6,A6,X,11.4,7.2,9.5,30.0,223.0,0.042600896860986545,3789
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,10.2,8.6,9.5,30.0,223.0,0.042600896860986545,4261
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM6,X,10.8,8.0,9.5,30.0,223.0,0.042600896860986545,4396
AUDI,S3,SUBCOMPACT,2.0,4,AM7,Z,10.6,8.3,9.6,29.0,223.0,0.04304932906488666,4422
BMW,340i xDRIVE,COMPACT,3.0,6,AS8,Z,11.1,7.5,9.5,30.0,223.0,0.042600896860986545,4452
BMW,440i xDRIVE COUPE,COMPACT,3.0,6,AS8,Z,11.1,7.5,9.5,30.0,223.0,0.042600896860986545,4461
BMW,440i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,11.1,7.5,9.5,30.0,223.0,0.042600896860986545,4463
BMW,X3 xDRIVE30i,SUV - SMALL,2.0,4,AS8,Z,10.8,8.0,9.5,30.0,223.0,0.042600896860986545,4499
FORD,FUSION,MID-SIZE,2.5,4,A6,X,11.3,7.4,9.5,30.0,223.0,0.042600896860986545,4777
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,10.2,8.6,9.5,30.0,223.0,0.042600896860986545,5353
BMW,X3 xDrive30i,SUV - SMALL,2.0,4,AS8,Z,10.8,8.0,9.6,29.0,223.0,0.04304932906488666,5565
BMW,X4 xDrive30i,SUV - SMALL,2.0,4,AS8,Z,10.8,8.0,9.6,29.0,223.0,0.04304932906488666,5567
HONDA,Civic Type R,FULL-SIZE,2.0,4,M6,Z,10.5,8.4,9.6,29.0,223.0,0.04304932906488666,6925
VOLVO,S90 T6 AWD,MID-SIZE,2.0,4,AS8,Z,11.3,7.5,9.6,29.0,223.0,0.04304932906488666,7376
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,16.0,412.0,0.04344660101585018,1743
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,30.0,20.4,25.7,11.0,411.0,0.06253041548160451,226
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,30.0,20.4,25.7,11.0,411.0,0.06253041548160451,450
